PcanvID,SymbolID,MUX,Name,UNIT,OutputFormat,DataType,Factor,Offset,BitStart,BitLength,DataFormat,DisplayMode,Minimum,Maximum,DefaultValue,VALKey,EffectiveDate,EndDate,IsActive,LastUpdate,AdjBitStart,StartBucket,EndBucket
487,2566791938,,PCpm3_usi_MaxCellT_c,,,,.50000000,-40.00000000,47,8,0,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.763000000,40,6,6
488,2566791938,,PCpm3_usi_MaxCellTID_xx,,,,1.00000000,.00000000,63,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.767000000,56,8,8
489,2566791938,,PCpm3_usi_AvgCellT_c,,,,.50000000,-40.00000000,55,8,0,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.770000000,48,7,7
490,2566792194,,PCpm4_usi_MaxCellV_mv,,,,4.00000000,1900.00000000,7,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.777000000,0,1,1
491,2566792194,,PCpm4_usi_AvgCellV_mv,,,,4.00000000,1900.00000000,15,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.780000000,8,2,2
492,2566792194,,PCpm4_usi_MinCellV_mv,,,,4.00000000,1900.00000000,23,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.787000000,16,3,3
493,2566792194,,PCpm4_usi_MaxCellVID_xx,,,,1.00000000,.00000000,31,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.790000000,24,4,4
494,2566792194,,PCpm4_usi_MinCellVID_xx,,,,1.00000000,.00000000,39,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.797000000,32,5,5
495,2566792194,,PCpm4_usi_MaxCellT_c,,,,.50000000,-40.00000000,47,8,0,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.800000000,40,6,6
496,2566792194,,PCpm4_usi_MaxCellTID_xx,,,,1.00000000,.00000000,63,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.803000000,56,8,8
497,2566792194,,PCpm4_usi_AvgCellT_c,,,,.50000000,-40.00000000,55,8,0,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.807000000,48,7,7
498,2566792450,,PCpm5_usi_MaxCellV_mv,,,,4.00000000,1900.00000000,7,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.813000000,0,1,1
499,2566792450,,PCpm5_usi_AvgCellV_mv,,,,4.00000000,1900.00000000,15,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.817000000,8,2,2
500,2566792450,,PCpm5_usi_MinCellV_mv,,,,4.00000000,1900.00000000,23,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.820000000,16,3,3
501,2566792450,,PCpm5_usi_MaxCellVID_xx,,,,1.00000000,.00000000,31,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.827000000,24,4,4
502,2566792450,,PCpm5_usi_MinCellVID_xx,,,,1.00000000,.00000000,39,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.833000000,32,5,5
503,2566792450,,PCpm5_usi_MaxCellT_c,,,,.50000000,-40.00000000,47,8,0,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.837000000,40,6,6
504,2566792450,,PCpm5_usi_MaxCellTID_xx,,,,1.00000000,.00000000,63,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.840000000,56,8,8
505,2566792450,,PCpm5_usi_AvgCellT_c,,,,.50000000,-40.00000000,55,8,0,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.843000000,48,7,7
506,2566792706,,PCpm6_usi_MaxCellV_mv,,,,4.00000000,1900.00000000,7,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.853000000,0,1,1
507,2566792706,,PCpm6_usi_AvgCellV_mv,,,,4.00000000,1900.00000000,15,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.857000000,8,2,2
508,2566792706,,PCpm6_usi_MinCellV_mv,,,,4.00000000,1900.00000000,23,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.860000000,16,3,3
509,2566792706,,PCpm6_usi_MaxCellVID_xx,,,,1.00000000,.00000000,31,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.867000000,24,4,4
510,2566792706,,PCpm6_usi_MinCellVID_xx,,,,1.00000000,.00000000,39,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.870000000,32,5,5
511,2566792706,,PCpm6_usi_MaxCellT_c,,,,.50000000,-40.00000000,47,8,0,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.873000000,40,6,6
512,2566792706,,PCpm6_usi_MaxCellTID_xx,,,,1.00000000,.00000000,63,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.877000000,56,8,8
513,2566792706,,PCpm6_usi_AvgCellT_c,,,,.50000000,-40.00000000,55,8,0,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.880000000,48,7,7
514,2566792962,,PCpm7_usi_MaxCellV_mv,,,,4.00000000,1900.00000000,7,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.890000000,0,1,1
515,2566792962,,PCpm7_usi_AvgCellV_mv,,,,4.00000000,1900.00000000,15,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.893000000,8,2,2
516,2566792962,,PCpm7_usi_MinCellV_mv,,,,4.00000000,1900.00000000,23,8,0,,1900.0000,2920.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.897000000,16,3,3
517,2566792962,,PCpm7_usi_MaxCellVID_xx,,,,1.00000000,.00000000,31,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.900000000,24,4,4
518,2566792962,,PCpm7_usi_MinCellVID_xx,,,,1.00000000,.00000000,39,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.907000000,32,5,5
519,2566792962,,PCpm7_usi_MaxCellT_c,,,,.50000000,-40.00000000,47,8,0,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.910000000,40,6,6
520,2566792962,,PCpm7_usi_MaxCellTID_xx,,,,1.00000000,.00000000,63,8,0,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.917000000,56,8,8
521,2566792962,,PCpm7_usi_AvgCellT_c,,,,.50000000,-40.00000000,55,8,0,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.920000000,48,7,7
522,2566815746,,PCpm0_usi_ModuleNum_xx,,,,1.00000000,.00000000,0,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.927000000,0,1,1
523,2566815746,,PCpm0_usi_ModT1_c,,,,.50000000,-40.00000000,8,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.930000000,8,2,2
524,2566815746,,PCpm0_bo_ModT1Err,,,,1.00000000,.00000000,45,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.933000000,45,6,6
525,2566815746,,PCpm0_usi_ModT2_c,,,,.50000000,-40.00000000,16,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.940000000,16,3,3
526,2566815746,,PCpm0_bo_ModT2Err,,,,1.00000000,.00000000,46,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.940000000,46,6,6
527,2566815746,,PCpm0_usi_ModT3_c,,,,.50000000,-40.00000000,24,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.947000000,24,4,4
528,2566815746,,PCpm0_bo_ModT3Err,,,,1.00000000,.00000000,47,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.950000000,47,6,6
529,2566815746,,PCpm0_bo_ModC0BalAct,,,,1.00000000,.00000000,32,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.953000000,32,5,5
530,2566815746,,PCpm0_bo_ModC1BalAct,,,,1.00000000,.00000000,33,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.960000000,33,5,5
531,2566815746,,PCpm0_bo_ModC2BalAct,,,,1.00000000,.00000000,34,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.963000000,34,5,5
532,2566815746,,PCpm0_bo_ModC3BalAct,,,,1.00000000,.00000000,35,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.967000000,35,5,5
533,2566815746,,PCpm0_bo_ModC4BalAct,,,,1.00000000,.00000000,36,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.973000000,36,5,5
534,2566815746,,PCpm0_bo_ModC5BalAct,,,,1.00000000,.00000000,37,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.977000000,37,5,5
535,2566815746,,PCpm0_bo_ModC6BalAct,,,,1.00000000,.00000000,38,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.980000000,38,5,5
536,2566815746,,PCpm0_bo_ModC7BalAct,,,,1.00000000,.00000000,39,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.987000000,39,5,5
537,2566815746,,PCpm0_bo_ModC8BalAct,,,,1.00000000,.00000000,40,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.990000000,40,6,6
538,2566815746,,PCpm0_bo_ModC9BalAct,,,,1.00000000,.00000000,41,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:29.993000000,41,6,6
539,2566816002,,PCpm1_usi_ModuleNum_xx,,,,1.00000000,.00000000,0,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30,0,1,1
540,2566816002,,PCpm1_usi_ModT1_c,,,,.50000000,-40.00000000,8,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.007000000,8,2,2
541,2566816002,,PCpm1_bo_ModT1Err,,,,1.00000000,.00000000,45,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.010000000,45,6,6
542,2566816002,,PCpm1_usi_ModT2_c,,,,.50000000,-40.00000000,16,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.013000000,16,3,3
543,2566816002,,PCpm1_bo_ModT2Err,,,,1.00000000,.00000000,46,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.020000000,46,6,6
544,2566816002,,PCpm1_usi_ModT3_c,,,,.50000000,-40.00000000,24,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.027000000,24,4,4
545,2566816002,,PCpm1_bo_ModT3Err,,,,1.00000000,.00000000,47,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.037000000,47,6,6
546,2566816002,,PCpm1_bo_ModC0BalAct,,,,1.00000000,.00000000,32,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.040000000,32,5,5
547,2566816002,,PCpm1_bo_ModC1BalAct,,,,1.00000000,.00000000,33,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.043000000,33,5,5
548,2566816002,,PCpm1_bo_ModC2BalAct,,,,1.00000000,.00000000,34,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.047000000,34,5,5
549,2566816002,,PCpm1_bo_ModC3BalAct,,,,1.00000000,.00000000,35,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.050000000,35,5,5
550,2566816002,,PCpm1_bo_ModC4BalAct,,,,1.00000000,.00000000,36,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.053000000,36,5,5
551,2566816002,,PCpm1_bo_ModC5BalAct,,,,1.00000000,.00000000,37,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.060000000,37,5,5
552,2566816002,,PCpm1_bo_ModC6BalAct,,,,1.00000000,.00000000,38,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.063000000,38,5,5
553,2566816002,,PCpm1_bo_ModC7BalAct,,,,1.00000000,.00000000,39,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.067000000,39,5,5
554,2566816002,,PCpm1_bo_ModC8BalAct,,,,1.00000000,.00000000,40,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.073000000,40,6,6
555,2566816002,,PCpm1_bo_ModC9BalAct,,,,1.00000000,.00000000,41,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.077000000,41,6,6
556,2566816258,,PCpm2_usi_ModuleNum_xx,,,,1.00000000,.00000000,0,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.083000000,0,1,1
557,2566816258,,PCpm2_usi_ModT1_c,,,,.50000000,-40.00000000,8,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.090000000,8,2,2
558,2566816258,,PCpm2_bo_ModT1Err,,,,1.00000000,.00000000,45,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.090000000,45,6,6
559,2566816258,,PCpm2_usi_ModT2_c,,,,.50000000,-40.00000000,16,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.097000000,16,3,3
560,2566816258,,PCpm2_bo_ModT2Err,,,,1.00000000,.00000000,46,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.103000000,46,6,6
561,2566816258,,PCpm2_usi_ModT3_c,,,,.50000000,-40.00000000,24,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.107000000,24,4,4
562,2566816258,,PCpm2_bo_ModT3Err,,,,1.00000000,.00000000,47,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.110000000,47,6,6
563,2566816258,,PCpm2_bo_ModC0BalAct,,,,1.00000000,.00000000,32,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.113000000,32,5,5
564,2566816258,,PCpm2_bo_ModC1BalAct,,,,1.00000000,.00000000,33,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.120000000,33,5,5
565,2566816258,,PCpm2_bo_ModC2BalAct,,,,1.00000000,.00000000,34,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.120000000,34,5,5
566,2566816258,,PCpm2_bo_ModC3BalAct,,,,1.00000000,.00000000,35,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.127000000,35,5,5
567,2566816258,,PCpm2_bo_ModC4BalAct,,,,1.00000000,.00000000,36,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.130000000,36,5,5
568,2566816258,,PCpm2_bo_ModC5BalAct,,,,1.00000000,.00000000,37,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.133000000,37,5,5
569,2566816258,,PCpm2_bo_ModC6BalAct,,,,1.00000000,.00000000,38,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.137000000,38,5,5
570,2566816258,,PCpm2_bo_ModC7BalAct,,,,1.00000000,.00000000,39,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.140000000,39,5,5
571,2566816258,,PCpm2_bo_ModC8BalAct,,,,1.00000000,.00000000,40,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.147000000,40,6,6
572,2566816258,,PCpm2_bo_ModC9BalAct,,,,1.00000000,.00000000,41,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.150000000,41,6,6
573,2566816514,,PCpm3_usi_ModuleNum_xx,,,,1.00000000,.00000000,0,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.157000000,0,1,1
574,2566816514,,PCpm3_usi_ModT1_c,,,,.50000000,-40.00000000,8,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.163000000,8,2,2
575,2566816514,,PCpm3_bo_ModT1Err,,,,1.00000000,.00000000,45,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.167000000,45,6,6
576,2566816514,,PCpm3_usi_ModT2_c,,,,.50000000,-40.00000000,16,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.170000000,16,3,3
577,2566816514,,PCpm3_bo_ModT2Err,,,,1.00000000,.00000000,46,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.173000000,46,6,6
578,2566816514,,PCpm3_usi_ModT3_c,,,,.50000000,-40.00000000,24,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.180000000,24,4,4
579,2566816514,,PCpm3_bo_ModT3Err,,,,1.00000000,.00000000,47,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.183000000,47,6,6
580,2566816514,,PCpm3_bo_ModC0BalAct,,,,1.00000000,.00000000,32,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.187000000,32,5,5
581,2566816514,,PCpm3_bo_ModC1BalAct,,,,1.00000000,.00000000,33,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.190000000,33,5,5
582,2566816514,,PCpm3_bo_ModC2BalAct,,,,1.00000000,.00000000,34,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.193000000,34,5,5
583,2566816514,,PCpm3_bo_ModC3BalAct,,,,1.00000000,.00000000,35,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.197000000,35,5,5
584,2566816514,,PCpm3_bo_ModC4BalAct,,,,1.00000000,.00000000,36,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.200000000,36,5,5
585,2566816514,,PCpm3_bo_ModC5BalAct,,,,1.00000000,.00000000,37,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.203000000,37,5,5
586,2566816514,,PCpm3_bo_ModC6BalAct,,,,1.00000000,.00000000,38,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.210000000,38,5,5
587,2566816514,,PCpm3_bo_ModC7BalAct,,,,1.00000000,.00000000,39,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.213000000,39,5,5
588,2566816514,,PCpm3_bo_ModC8BalAct,,,,1.00000000,.00000000,40,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.220000000,40,6,6
589,2566816514,,PCpm3_bo_ModC9BalAct,,,,1.00000000,.00000000,41,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.223000000,41,6,6
590,2566816770,,PCpm4_usi_ModuleNum_xx,,,,1.00000000,.00000000,0,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.230000000,0,1,1
591,2566816770,,PCpm4_usi_ModT1_c,,,,.50000000,-40.00000000,8,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.237000000,8,2,2
592,2566816770,,PCpm4_bo_ModT1Err,,,,1.00000000,.00000000,45,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.240000000,45,6,6
593,2566816770,,PCpm4_usi_ModT2_c,,,,.50000000,-40.00000000,16,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.243000000,16,3,3
594,2566816770,,PCpm4_bo_ModT2Err,,,,1.00000000,.00000000,46,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.247000000,46,6,6
595,2566816770,,PCpm4_usi_ModT3_c,,,,.50000000,-40.00000000,24,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.250000000,24,4,4
596,2566816770,,PCpm4_bo_ModT3Err,,,,1.00000000,.00000000,47,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.253000000,47,6,6
597,2566816770,,PCpm4_bo_ModC0BalAct,,,,1.00000000,.00000000,32,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.257000000,32,5,5
598,2566816770,,PCpm4_bo_ModC1BalAct,,,,1.00000000,.00000000,33,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.263000000,33,5,5
599,2566816770,,PCpm4_bo_ModC2BalAct,,,,1.00000000,.00000000,34,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.267000000,34,5,5
600,2566816770,,PCpm4_bo_ModC3BalAct,,,,1.00000000,.00000000,35,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.270000000,35,5,5
601,2566816770,,PCpm4_bo_ModC4BalAct,,,,1.00000000,.00000000,36,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.273000000,36,5,5
602,2566816770,,PCpm4_bo_ModC5BalAct,,,,1.00000000,.00000000,37,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.280000000,37,5,5
603,2566816770,,PCpm4_bo_ModC6BalAct,,,,1.00000000,.00000000,38,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.283000000,38,5,5
604,2566816770,,PCpm4_bo_ModC7BalAct,,,,1.00000000,.00000000,39,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.290000000,39,5,5
605,2566816770,,PCpm4_bo_ModC8BalAct,,,,1.00000000,.00000000,40,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.293000000,40,6,6
606,2566816770,,PCpm4_bo_ModC9BalAct,,,,1.00000000,.00000000,41,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.300000000,41,6,6
607,2566817026,,PCpm5_usi_ModuleNum_xx,,,,1.00000000,.00000000,0,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.320000000,0,1,1
608,2566817026,,PCpm5_usi_ModT1_c,,,,.50000000,-40.00000000,8,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.323000000,8,2,2
609,2566817026,,PCpm5_bo_ModT1Err,,,,1.00000000,.00000000,45,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.327000000,45,6,6
610,2566817026,,PCpm5_usi_ModT2_c,,,,.50000000,-40.00000000,16,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.330000000,16,3,3
611,2566817026,,PCpm5_bo_ModT2Err,,,,1.00000000,.00000000,46,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.337000000,46,6,6
612,2566817026,,PCpm5_usi_ModT3_c,,,,.50000000,-40.00000000,24,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.340000000,24,4,4
613,2566817026,,PCpm5_bo_ModT3Err,,,,1.00000000,.00000000,47,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.347000000,47,6,6
614,2566817026,,PCpm5_bo_ModC0BalAct,,,,1.00000000,.00000000,32,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.350000000,32,5,5
615,2566817026,,PCpm5_bo_ModC1BalAct,,,,1.00000000,.00000000,33,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.353000000,33,5,5
616,2566817026,,PCpm5_bo_ModC2BalAct,,,,1.00000000,.00000000,34,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.357000000,34,5,5
617,2566817026,,PCpm5_bo_ModC3BalAct,,,,1.00000000,.00000000,35,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.360000000,35,5,5
618,2566817026,,PCpm5_bo_ModC4BalAct,,,,1.00000000,.00000000,36,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.363000000,36,5,5
619,2566817026,,PCpm5_bo_ModC5BalAct,,,,1.00000000,.00000000,37,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.367000000,37,5,5
620,2566817026,,PCpm5_bo_ModC6BalAct,,,,1.00000000,.00000000,38,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.370000000,38,5,5
621,2566817026,,PCpm5_bo_ModC7BalAct,,,,1.00000000,.00000000,39,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.373000000,39,5,5
622,2566817026,,PCpm5_bo_ModC8BalAct,,,,1.00000000,.00000000,40,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.380000000,40,6,6
623,2566817026,,PCpm5_bo_ModC9BalAct,,,,1.00000000,.00000000,41,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.387000000,41,6,6
624,2566817282,,PCpm6_usi_ModuleNum_xx,,,,1.00000000,.00000000,0,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.393000000,0,1,1
625,2566817282,,PCpm6_usi_ModT1_c,,,,.50000000,-40.00000000,8,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.400000000,8,2,2
626,2566817282,,PCpm6_bo_ModT1Err,,,,1.00000000,.00000000,45,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.400000000,45,6,6
627,2566817282,,PCpm6_usi_ModT2_c,,,,.50000000,-40.00000000,16,8,1,,-40.0000,87.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:30.403000000,16,3,3
