PcanvID,SymbolID,MUX,Name,UNIT,OutputFormat,DataType,Factor,Offset,BitStart,BitLength,DataFormat,DisplayMode,Minimum,Maximum,DefaultValue,VALKey,EffectiveDate,EndDate,IsActive,LastUpdate,AdjBitStart,StartBucket,EndBucket
1,3221225472,,PCcz_usi_UltraSonic_mm,,,,1.00000000,.00000000,0,8,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.223000000,0,1,1
2,3221225472,,New_Signal_1550,,,,1.00000000,.00000000,0,8,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.230000000,0,1,1
3,3221225472,,New_Signal_1549,,,,1.00000000,.00000000,0,8,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.233000000,0,1,1
4,2566816016,,PCcz_usi_InputE_kWh,,,,.10000000,.00000000,32,32,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.240000000,32,5,8
5,2566816016,,PCcz_usi_InputP_kw,,,,-.00100000,.00000000,0,32,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.247000000,0,1,4
6,2566815760,,PCcz_usi_InputI_a,,,,1.00000000,.00000000,32,32,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.257000000,32,5,8
7,2566815760,,PCcz_usi_InputV_v,,,,1.00000000,.00000000,0,32,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.260000000,0,1,4
8,2566787601,,UltraI_Sect_Accum,,,,1.00000000,.00000000,16,16,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.270000000,16,3,4
9,2566787601,,UltraI_Err,,,,1.00000000,.00000000,32,16,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.273000000,32,5,6
10,2566787601,,UltraI_Accum,,,,1.00000000,.00000000,0,16,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.277000000,0,1,2
11,2566853392,,PCcz_usi_DistCheck,,,,2.00000000,.00000000,32,8,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.283000000,32,5,5
12,2566853392,,PCcz_usi_HeightStore,,,,2.00000000,.00000000,24,8,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.290000000,24,4,4
13,2566853392,,PCcz_usi_DockMode,,,,1.00000000,.00000000,8,8,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.293000000,8,2,2
14,2566853392,,PCcz_usi_BPilot,,,,1.00000000,.00000000,16,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.297000000,16,3,3
15,2566853392,,PCcz_usi_BIsoValue_v,,,,1.00000000,.00000000,0,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.300000000,0,1,1
16,2566787600,,PCcz_usi_DistCheck,,,,2.00000000,.00000000,32,8,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.310000000,32,5,5
17,2566787600,,PCcz_usi_HeightStore,,,,2.00000000,.00000000,24,8,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.313000000,24,4,4
18,2566787600,,PCcz_usi_DockMode,,,,1.00000000,.00000000,8,8,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.317000000,8,2,2
19,2566787600,,PCcz_usi_APilot,,,,1.00000000,.00000000,16,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.323000000,16,3,3
20,2566787600,,PCcz_usi_AIsoValue_v,,,,1.00000000,.00000000,0,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.327000000,0,1,1
21,2566787856,,PCcz_en_CmdBESMRate,,,,1.00000000,.00000000,4,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.337000000,4,1,1
22,2566787856,,PCcz_usi_ArmBUltrasonic_mm,,,,4.00000000,.00000000,8,8,1,,.0000,1020.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.343000000,8,2,2
23,2566787856,,PCcz_en_ChgrStatusArmBID,,,,1.00000000,.00000000,0,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.350000000,0,1,1
24,2566787856,,PCcz_bo_ArmBFdbkPilot,,,,1.00000000,.00000000,31,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.357000000,31,4,4
25,2566787856,,PCcz_bo_ArmBFdbkNeutHome,,,,1.00000000,.00000000,27,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.360000000,27,4,4
26,2566787856,,PCcz_bo_ArmBFdbkLand,,,,1.00000000,.00000000,29,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.363000000,29,4,4
27,2566787856,,PCcz_bo_ArmBFdbkDown,,,,1.00000000,.00000000,24,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.367000000,24,4,4
28,2566787856,,PCcz_bo_ArmBFdbkChargeHome,,,,1.00000000,.00000000,26,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.370000000,26,4,4
29,2566787856,,PCcz_bo_ArmBFdbkArmHome,,,,1.00000000,.00000000,25,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.377000000,25,4,4
30,2566787856,,PCcz_bo_ArmBErrOverTemp,,,,1.00000000,.00000000,22,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.380000000,22,3,3
31,2566787856,,PCcz_bo_ArmBErrLowAir,,,,1.00000000,.00000000,23,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.383000000,23,3,3
32,2566787856,,PCcz_bo_ArmBErrIso,,,,1.00000000,.00000000,21,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.390000000,21,3,3
33,2566853136,,PCcz_bo_ArmAFdbkNeutHome,,,,1.00000000,.00000000,27,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.400000000,27,4,4
34,2566853136,,PCcz_en_CmdAESMRate,,,,1.00000000,.00000000,4,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.403000000,4,1,1
35,2566853136,,PCcz_en_ChgrStatusArmAID,,,,1.00000000,.00000000,0,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.407000000,0,1,1
36,2566853136,,PCcz_bo_ArmAErrOverTemp,,,,1.00000000,.00000000,22,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.410000000,22,3,3
37,2566853136,,PCcz_bo_ArmAErrLowAir,,,,1.00000000,.00000000,23,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.417000000,23,3,3
38,2566853136,,PCcz_bo_ArmAErrIso,,,,1.00000000,.00000000,21,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.420000000,21,3,3
39,2566853136,,PCcz_bo_ArmAFdbkPilot,,,,1.00000000,.00000000,31,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.423000000,31,4,4
40,2566853136,,PCcz_bo_ArmAFdbkLand,,,,1.00000000,.00000000,29,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.430000000,29,4,4
41,2566853136,,PCcz_usi_ArmAUltrasonic_mm,,,,4.00000000,.00000000,8,8,1,,.0000,1020.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.433000000,8,2,2
42,2566853136,,PCcz_bo_ArmAFdbkChargeHome,,,,1.00000000,.00000000,26,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.437000000,26,4,4
43,2566853136,,PCcz_bo_ArmAFdbkDown,,,,1.00000000,.00000000,24,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.440000000,24,4,4
44,2566853136,,PCcz_bo_ArmAFdbkArmHome,,,,1.00000000,.00000000,25,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.447000000,25,4,4
45,2566910735,,PCrf_usi_State_xx,,,,1.00000000,.00000000,0,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.453000000,0,1,1
46,2566910735,,PCrf_usi_Retries_xx,,,,1.00000000,.00000000,8,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.463000000,8,2,2
47,2566910735,,PCrf_uin_BusNum_xx,,,,1.00000000,.00000000,24,16,1,,.0000,65535.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.467000000,24,4,5
48,2566910735,,PCrf_usi_TagCount_xx,,,,1.00000000,.00000000,16,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.470000000,16,3,3
49,2566855439,,PCrf_usi_CurrentState_xx,,,,1.00000000,.00000000,0,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.480000000,0,1,1
50,2566855439,,PCrf_usi_PreviousState_xx,,,,1.00000000,.00000000,8,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.483000000,8,2,2
51,2566853409,,PCbo_usi_DCVsetpoint_v,,,,.20000000,.00000000,32,8,1,,.0000,51.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.493000000,32,5,5
52,2566853409,,PCbo_usi_DCDCCurrentLimit_a,,,,.05000000,-1600.00000000,48,16,1,,-1600.0000,1676.7500,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.497000000,48,7,8
53,2566853409,,PCbo_usi_DCDCDCLinkTolerance_v,,,,4.00000000,.00000000,8,8,1,,.0000,1020.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.500000000,8,2,2
54,2566853409,,PCbo_en_DCDCEnable,,,,1.00000000,.00000000,0,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.507000000,0,1,1
55,2566853153,,PCbo_en_MotBEnable,,,,1.00000000,.00000000,0,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.517000000,0,1,1
56,2566853153,,PCbo_uin_MotBCMDTorque_nm,,,,.20000000,-6400.00000000,48,16,1,,-6400.0000,6707.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.550000000,48,7,8
57,2566853153,,PCbo_uin_MotBCMDSpeed_rpm,,,,1.00000000,-32000.00000000,32,16,1,,-32000.0000,33535.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.553000000,32,5,6
58,2566853153,,PCbo_usi_MotBDCLinkTolerance_v,,,,4.00000000,.00000000,8,8,1,,.0000,1020.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.560000000,8,2,2
59,2566852897,,PCbo_en_MotAEnable,,,,1.00000000,.00000000,0,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.570000000,0,1,1
60,2566852897,,PCbo_uin_MotACMDTorque_nm,,,,.20000000,-6400.00000000,48,16,1,,-6400.0000,6707.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.580000000,48,7,8
61,2566852897,,PCbo_uin_MotACMDSpeed_rpm,,,,1.00000000,-32000.00000000,32,16,1,,-32000.0000,33535.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.583000000,32,5,6
62,2566852897,,PCbo_usi_MotADCLinkTolerance_v,,,,4.00000000,.00000000,8,8,1,,.0000,1020.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.590000000,8,2,2
63,2566852641,,PCbo_en_LZDischargeEnable,,,,1.00000000,.00000000,4,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.597000000,4,1,1
64,2566852641,,PCbo_usi_DCLinkSetpoint_v,,,,4.00000000,.00000000,8,8,1,,.0000,1020.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.603000000,8,2,2
65,2566852641,,PCbo_en_LZClamp15Sig,,,,1.00000000,.00000000,2,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.607000000,2,1,1
66,2566852641,,PCbo_en_LZSystemEnable,,,,1.00000000,.00000000,0,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.613000000,0,1,1
67,2566849514,,PClz_usi_DCDCT_c,,,,1.00000000,-40.00000000,56,8,1,,-40.0000,215.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.620000000,56,8,8
68,2566849514,,PClz_uin_DCDCoutputP_kw,,,,.00500000,-160.00000000,40,16,1,,-160.0000,167.6750,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.623000000,40,6,7
69,2566849514,,PClz_usi_DCoutputI_a,,,,.05000000,-1600.00000000,24,16,1,,-1600.0000,1676.7500,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.630000000,24,4,5
70,2566849514,,PClz_usi_DCoutputV_v,,,,.20000000,.00000000,8,8,1,,.0000,51.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.633000000,8,2,2
71,2566849514,,PClz_en_DCDCError,,,,1.00000000,.00000000,4,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.637000000,4,1,1
72,2566849514,,PClz_en_DCDCBReady,,,,1.00000000,.00000000,2,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.640000000,2,1,1
73,2566849514,,PClz_en_DCDCStatus,,,,1.00000000,.00000000,0,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.647000000,0,1,1
74,2566849258,,PClz_usi_MotorBT_c,,,,1.00000000,-40.00000000,56,8,1,,-40.0000,215.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.657000000,56,8,8
75,2566849258,,PClz_uin_MotorBP_kw,,,,.00500000,-160.00000000,40,16,1,,-160.0000,167.6750,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.663000000,40,6,7
76,2566849258,,PClz_uin_MotorBTorque_nm,,,,.20000000,-6400.00000000,24,16,1,,-6400.0000,6707.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.670000000,24,4,5
77,2566849258,,PClz_uin_MotorBSpeed_rpm,,,,1.00000000,-32000.00000000,8,16,1,,-32000.0000,33535.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.673000000,8,2,3
78,2566849258,,PClz_en_MotorBError,,,,1.00000000,.00000000,4,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.677000000,4,1,1
79,2566849258,,PClz_en_MotorBReady,,,,1.00000000,.00000000,2,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.680000000,2,1,1
80,2566849258,,PClz_en_MotorBStatus,,,,1.00000000,.00000000,0,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.683000000,0,1,1
81,2566849002,,PClz_usi_MotorAT_c,,,,1.00000000,-40.00000000,56,8,1,,-40.0000,215.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.693000000,56,8,8
82,2566849002,,PClz_uin_MotorAP_kw,,,,.00500000,-160.00000000,40,16,1,,-160.0000,167.6750,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.697000000,40,6,7
83,2566849002,,PClz_uin_MotorATorque_nm,,,,.20000000,-6400.00000000,24,16,1,,-6400.0000,6707.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.700000000,24,4,5
84,2566849002,,PClz_uin_MotorASpeed_rpm,,,,1.00000000,-32000.00000000,8,16,1,,-32000.0000,33535.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.703000000,8,2,3
85,2566849002,,PClz_en_MotorAError,,,,1.00000000,.00000000,4,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.710000000,4,1,1
86,2566849002,,PClz_en_MotorAReady,,,,1.00000000,.00000000,2,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.713000000,2,1,1
87,2566849002,,PClz_en_MotorAStatus,,,,1.00000000,.00000000,0,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.717000000,0,1,1
88,2566848746,,PClz_usi_DeviceT_c,,,,1.00000000,-40.00000000,56,8,1,,-40.0000,215.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.727000000,56,8,8
89,2566848746,,PClz_uin_DCbusP_kw,,,,.00500000,-160.00000000,40,16,1,,-160.0000,167.6750,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.730000000,40,6,7
90,2566848746,,PClz_usi_DCbusV_v,,,,4.00000000,.00000000,32,8,1,,.0000,1020.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.740000000,32,5,5
91,2566848746,,PClz_uin_ErrorCode_xx,,,,1.00000000,.00000000,16,16,1,,.0000,65535.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.743000000,16,3,4
92,2566848746,,PClz_en_Clamp15Status,,,,1.00000000,.00000000,8,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.747000000,8,2,2
93,2566848746,,PClz_en_DeviceNum,,,,1.00000000,.00000000,4,4,1,,.0000,15.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.750000000,4,1,1
94,2566848746,,PClz_en_ErrorLamp,,,,1.00000000,.00000000,2,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.753000000,2,1,1
95,2566848746,,PClz_en_DeviceState,,,,1.00000000,.00000000,0,2,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.760000000,0,1,1
96,2566832395,,PCabs_udi_TripOdo_km,,,,5.00000000,.00000000,32,32,1,,.0000,21055406.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.770000000,32,5,8
97,2566832395,,PCabs_udi_Odometer_km,,,,5.00000000,.00000000,0,32,1,,.0000,21055406.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.777000000,0,1,4
98,2565867787,,PCabs_uin_SWA_rad,,,,.00097656,-31.37400000,0,16,1,,-31.3740,31.3740,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.787000000,0,1,2
99,2565867787,,PCabs_usi_LongAccel_ms2,,,,.10000000,-12.50000000,56,8,1,,-12.5000,12.5000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.790000000,56,8,8
100,2565867787,,PCabs_uin_LateralAccel_ms2,,,,.00048828,-15.68700000,40,16,1,,-15.6870,15.6870,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.797000000,40,6,7
101,2565867787,,PCabs_uin_YawRate_radps,,,,.00012207,-3.92000000,24,16,1,,-3.9200,3.9200,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.800000000,24,4,5
102,2565867787,,PCabs_en_SWASensorType,,,,1.00000000,.00000000,22,2,1,,.0000,3.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.803000000,22,3,3
103,2565867787,,PCabs_usi_SteeringTurns_rev,,,,1.00000000,-32.00000000,16,6,1,,-32.0000,29.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.810000000,16,3,3
104,2566803211,,PCabs_en_YCBrakeCtrlActive,,,,1.00000000,.00000000,14,2,1,,.0000,3.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.817000000,14,2,2
105,2566803211,,PCabs_en_YCEngCtrlActive,,,,1.00000000,.00000000,12,2,1,,.0000,3.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.820000000,12,2,2
106,2566803211,,PCabs_en_ROPBrakeCtrlActive,,,,1.00000000,.00000000,10,2,1,,.0000,3.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.827000000,10,2,2
107,2566803211,,PCabs_en_ROPEngCtrlActive,,,,1.00000000,.00000000,8,2,1,,.0000,3.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.830000000,8,2,2
108,2566803211,,PCabs_en_VDCBrakeLightRequest,,,,1.00000000,.00000000,4,2,1,,.0000,3.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.833000000,4,1,1
109,2566803211,,PCabs_en_VDCFullyOperational,,,,1.00000000,.00000000,2,2,1,,.0000,3.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.843000000,2,1,1
110,2566803211,,PCabs_en_VDCInfoSignal,,,,1.00000000,.00000000,0,2,1,,.0000,3.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.850000000,0,1,1
111,2566913296,,PCcz_bo_HeadLand2,,,,1.00000000,.00000000,15,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.860000000,15,2,2
112,2566913296,,PCcz_bo_HeadLand1,,,,1.00000000,.00000000,14,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.863000000,14,2,2
113,2566913296,,PCcz_bo_OHPosRly2Fdbk,,,,1.00000000,.00000000,25,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.867000000,25,4,4
114,2566913296,,PCcz_usi_Press_Raw,,,,1.00000000,.00000000,16,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.870000000,16,3,3
115,2566913296,,PCcz_bo_PosBrushPos5Fdbk,,,,1.00000000,.00000000,4,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.873000000,4,1,1
116,2566913296,,PCcz_bo_PosBrushPos4Fdbk,,,,1.00000000,.00000000,3,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.877000000,3,1,1
117,2566913296,,PCcz_bo_PosBrushPos3Fdbk,,,,1.00000000,.00000000,2,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.883000000,2,1,1
118,2566913296,,PCcz_bo_PosBrushPos2Fdbk,,,,1.00000000,.00000000,1,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.887000000,1,1,1
119,2566913296,,PCcz_bo_PosBrushPos1Fdbk,,,,1.00000000,.00000000,0,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.890000000,0,1,1
120,2566913296,,PCcz_bo_OHPosRly1Fdbk,,,,1.00000000,.00000000,24,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.897000000,24,4,4
121,2566913296,,PCcz_bo_OHNegRly2Fdbk,,,,1.00000000,.00000000,27,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.900000000,27,4,4
122,2566913296,,PCcz_bo_OHNegRly1Fdbk,,,,1.00000000,.00000000,26,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.903000000,26,4,4
123,2566913296,,PCcz_bo_NeutralBrushPosFdbk,,,,1.00000000,.00000000,5,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.907000000,5,1,1
124,2566913296,,PCcz_bo_NegBrushPos5Fdbk,,,,1.00000000,.00000000,12,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.910000000,12,2,2
125,2566913296,,PCcz_bo_NegBrushPos4Fdbk,,,,1.00000000,.00000000,11,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.917000000,11,2,2
126,2566913296,,PCcz_bo_NegBrushPos3Fdbk,,,,1.00000000,.00000000,10,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.920000000,10,2,2
127,2566913296,,PCcz_bo_NegBrushPos2Fdbk,,,,1.00000000,.00000000,9,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.923000000,9,2,2
128,2566913296,,PCcz_bo_NegBrushPos1Fdbk,,,,1.00000000,.00000000,8,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.927000000,8,2,2
129,2566913296,,PCcz_bo_M2PosRlyFdbk,,,,1.00000000,.00000000,31,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.930000000,31,4,4
130,2566913296,,PCcz_bo_M2NegRlyFdbk,,,,1.00000000,.00000000,30,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.937000000,30,4,4
131,2566913296,,PCcz_bo_M1PosRlyFdbk,,,,1.00000000,.00000000,28,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.940000000,28,4,4
132,2566913296,,PCcz_bo_M1NegRlyFdbk,,,,1.00000000,.00000000,29,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.943000000,29,4,4
133,2566913296,,PCcz_bo_ArmDownFdbk,,,,1.00000000,.00000000,13,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.947000000,13,2,2
134,2566913552,,PCcz_bo_HeadLand2,,,,1.00000000,.00000000,15,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.953000000,15,2,2
135,2566913552,,PCcz_bo_HeadLand1,,,,1.00000000,.00000000,14,1,1,,.0000,.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.960000000,14,2,2
136,2566913552,,PCcz_bo_OHPosRly2Fdbk,,,,1.00000000,.00000000,25,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.967000000,25,4,4
137,2566913552,,PCcz_usi_Press_Raw,,,,1.00000000,.00000000,16,8,1,,.0000,255.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.973000000,16,3,3
138,2566913552,,PCcz_bo_PosBrushPos5Fdbk,,,,1.00000000,.00000000,4,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.980000000,4,1,1
139,2566913552,,PCcz_bo_PosBrushPos4Fdbk,,,,1.00000000,.00000000,3,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.983000000,3,1,1
140,2566913552,,PCcz_bo_PosBrushPos3Fdbk,,,,1.00000000,.00000000,2,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.987000000,2,1,1
141,2566913552,,PCcz_bo_PosBrushPos2Fdbk,,,,1.00000000,.00000000,1,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.990000000,1,1,1
142,2566913552,,PCcz_bo_PosBrushPos1Fdbk,,,,1.00000000,.00000000,0,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:27.997000000,0,1,1
143,2566913552,,PCcz_bo_OHPosRly1Fdbk,,,,1.00000000,.00000000,24,1,1,,.0000,1.0000,,,2013-01-01,2020-12-12,True,2014-06-18 15:06:28,24,4,4
